Modify Memory	5th	Enchantment		1 action	VS	yes	phb 261
Planar Binding	5th	Abjuration		1 hour	VSMgp		phb 265
Raise Dead	5th	Necromancy		1 hour	VSMgp		phb 270
Scrying	5th	Divination		10 minutes	VSMgp	yes	phb 273
Seeming	5th	Illusion		1 action	VS		phb 274
Skill Empowerment	5th	Transmutation		1 action	VS	yes	xge 165
Synaptic Static	5th	Enchantment		1 action	VS		xge 167
Teleportation Circle	5th	Conjuration		1 minute	VMgp		phb 282
Eyebite	6th	Necromancy		1 action	VS	yes	phb 238
Find the Path	6th	Divination		1 minute	VSMgp	yes	phb 240
Guards and Wards	6th	Abjuration		10 minutes	VSMgp		phb 248
Mass Suggestion	6th	Enchantment		1 action	VM		phb 258
Otto's Irresistible Dance	6th	Enchantment		1 action	V	yes	phb 264
Programmed Illusion	6th	Illusion		1 action	VSMgp		phb 269
True Seeing	6th	Divination		1 action	VSMgp		phb 284
Etherealness	7th	Transmutation		1 action	VS		phb 238
Forcecage	7th	Evocation		1 action	VSMgp		phb 243
Mirage Arcane	7th	Illusion		10 minutes	VS		phb 260
Mordenkainen's Magnificent Mansion	7th	Conjuration		1 minute	VSMgp		phb 261
Mordenkainen's Sword	7th	Evocation		1 action	VSMgp	yes	phb 262
Project Image	7th	Illusion		1 action	VSMgp	yes	phb 270
Regenerate	7th	Transmutation		1 minute	VSM		phb 271
Resurrection	7th	Necromancy		1 hour	VSMgp		phb 272
Symbol	7th	Abjuration		1 minute	VSMgp		phb 280
Teleport	7th	Conjuration		1 action	V		phb 281
Dominate Monster	8th	Enchantment		1 action	VS	yes	phb 235
Feeblemind	8th	Enchantment		1 action	VSM		phb 239
Glibness	8th	Transmutation		1 action	V		phb 245
Mind Blank	8th	Abjuration		1 action	VS		phb 259
Power Word Stun	8th	Enchantment		1 action	V		phb 267
Foresight	9th	Divination		1 minute	VSM		phb 244
Mass Polymorph	9th	Transmutation		1 action	VSM	yes	xge 160
Power Word Heal	9th	Evocation		1 action	VS		phb 266
Power Word Kill	9th	Enchantment		1 action	V		phb 266
Psychic Scream	9th	Enchantment		1 action	S		xge 163
True Polymorph	9th	Transmutation		1 action	VSM	yes	phb 283
